date,white,white_elo,black,black_elo,e4e5,wke2,bke7,opening,moves
2021.03.28,MoneyPhone,854,nkdamn,889,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Kd3 Ke8 Kc4 d6 d4 exd4 Kxd4 Qf6 Kc4 Be6 Kb5 a6 Kb4 Nc6 Ka4 Qd4 Qxd4 Nxd4 Be3 Nxc2 Bxa6 bxa6 Ka5 Nxa1 Nc3 Nf6 Nh3 Nc2 Bd4 Nxd4 Nb5 axb5 Kb4 Nc2 Kxb5 Nd4 Kb4 c5 Kc3 Ne2 Kd3 Nd4 Nf4 Rxa2 Nxe6 fxe6 Kc3 Ra3 bxa3 Nb5 Kc4 Nxa3 Kb3 Nb5 Ra1 Nd4 Kc4 Nxe4 Ra8 Ke7 Rc8 Ne2 f3 Nd2 Kb5 Nd4 Kb6 Nc4 Kc7 Na5 Rb8 Nac6 Rb7 Nd8 Kc8 Ke8 Rd7 N8c6 Rxd6 Bxd6 Kb7 Kd7 Kb6 Bc7 Kxc5 Bd6 Kb6 Rb8 Ka6 Nb4 Ka7 Kc7 f4 Bc5
2021.03.28,BaderBombs,2217,ivarcode,2028,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 c6 d4 d6 Nf3 Bg4 g3 Nf6 Bg2 Nbd7 Re1 Qb6 Be3 Qa6 Qd3 Qxd3 cxd3 Re8 Kf1 Kd8 Ng5 h6 Nxf7 Kc7 Nxh8 Be7 Ng6 Bd8 dxe5 dxe5 d4 Be6 d5 cxd5 exd5 Bf5 Nh4 Bh7 Nb5 Kb8 Bxa7 Ka8 Be3 Bd3 Kg1 Bxb5 a4 Ba6 b4 b6 b5 Bb7 a5 Kb8 Red1 Nc5 axb6 Bxb6 Nf5 Ncd7 Nd6 Re7 Nxb7 Kxb7 d6
2021.03.28,ivarcode,2025,BaderBombs,2220,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nf3 Nc6 d4 d6 Bg5 f6 Be3 Nxd4 Bxd4 exd4 Qxd4 Be6 Nc3 Kf7 Rd1 Ne7 Kd2 Nc6 Qd3 Be7 h4 Ne5 Nxe5 dxe5 Kc1 Qxd3 Bxd3 c6 g3 Rhd8 f4 Ke8 f5 Bf7 g4 b5 Rhg1 b4 Ne2 Bc5 Rg2 Be3 Kb1 c5 Bb5 Ke7 Rxd8 Rxd8 b3 Rd1 Kb2 Rd2 Rg3 Bf2 Rf3 Bxh4 Rh3 Bf2 Rxh7 Kf8 Rh8 Ke7 Rc8
2021.03.28,CHESS_YouTube_Coach,1095,FunkyPandey,1136,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Kf3 Kf6 Kg3 Kg5 Nc3 Nf6 d4 Kg6 Kh4 h6 Qd2 Kh7 Bd3 exd4 Nd5 Nxd5 Kh5 g6 Kg4 d6 Kg3 Qd7 Ne2 Qg4
2021.03.28,Aidan_Phan,1077,stimuly,1248,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Qe1 Qe8 Kd1 Kd8 Nf3 Nf6 Bc4 Nxe4 Qxe4 Nc6 Ng5 a5 Nxf7 Ke7 Nxh8 Nb4 Qh4 Kd6 Nf7 Kc5 b3 Ra6 Bxa6 bxa6 Ng5 d5 Nc3 Be7 Qg3 h6 Nf3 e4 Ne5 Bf6 Ba3 Bxe5 Qxg7 Bxc3 Qxc3 Kd6 Bxb4 Kd7 Bxa5 Ke7 Qxc7 Kf6 Bc3 Ke6 Re1 Qd7 Qxd7 Bxd7 f3 h5 fxe4 dxe4 Rxe4 Kf7 d4 Bf5 Rf4 Kf6 d5 Kg5 Rxf5 Kxf5 d6 Ke6 Bb4 a5 Ba3 Kd7 c4 h4 c5 Kc6 b4 a4 Rb1 h3 gxh3 Kd5 b5 Ke6 c6 Kf7 c7 Ke6 c8=Q
2021.03.28,Subhajit2021,1533,amirmoti,1643,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 Ng5 d5 exd5 Nxd5 Nxf7 Qf6 Qe2 Nxc3 dxc3 Rf8 Bg5 Qf5 g4 Qg6 Nxe5 Bxf2 Kd1 Qxg5 Nxc6 Be3 Re1 Bxg4
2021.03.28,vennyice,2051,ajetm,2217,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 g3 g6 Kf3 Bg7 Bc4 Nf6 d3 d6 Kg2 Re8 h3 h6 Nf3 Kf8 Nc3 c6 Ne2 Be6 Bxe6 Rxe6 c4 c5 Rb1 a5 a3 Nc6 Bd2 Kg8 Qc1 Kh7 b4 axb4 axb4 Ra2 b5 Nd4 Nexd4 exd4 g4 Nd7 g5 h5 Bf4 Ne5 Bxe5 Bxe5 Nxe5 Rxe5 Ra1 Rxa1 Qxa1 Qxg5 Kf1 Qd2 Qb1 f5 f3 fxe4 dxe4 d3 Rg1 Qe2
2021.03.28,SuperBadPlayer00,617,Yenilmekyok,695,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke3 Ke6 Kf3 Kf6 Kg4 Kg6 Kg3 Qg5 Qg4 Qxg4 Kxg4 f5 Kf3 f4 Ke2 f3 Kd3 Bc5 Kc4 b6
2021.03.28,akansukerem,948,okej7,1054,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7
2021.03.28,NKoreaFanboy,636,nurlanbabayev,629,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7
2021.03.28,aphlee,1322,BongCloud1337,1254,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke3 Qe8 d3 Kd8 g3 Nc6 Bg2 f5 Nc3 g5 Nge2 f4 gxf4 gxf4 Kf3 Nd4 Kg4 d6 Kg5 Be7
2021.03.28,DumaSlaska,2229,Gedeon777,1772,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 d4 exd4 Qxd4 Ke8 Nc3 b6 Be3 Bb7 Re1 c5 Qd2 Ba6 Kd1 Bxf1 Rxf1 Nc6 f3 f6 Nge2 Qc7 Nf4 Qd6 Nfd5 Nb4 Nb5 Qb8 Nbc7 Kf7 Nxa8 Nxd5 Qxd5 Kg6 g4 Ne7 Qh5
2021.03.28,Commenacatapulta,600,Swooze,611,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 f3 Nf6 g4 g5 Bh3 d5 Kd3 dxe4 Kc3 exf3 Kc4 Bxg4 Ne2 fxe2 Rf1 exd1=Q Nc3 Qxf1 Kb4 Qxh3 Nd5 Nxd5 Kb5 Qxh2 Ka5 Qh1 d4 exd4 Bf4 Nxf4 c3 dxc3 b4 c2 a4 Qxa1 b5 b6 Kb4 c1=Q Kb3 Qcb1 Kc4 Qd5
2021.03.29,SmokingBongCloud,1066,sorrato,1124,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nf3 Nc6 Nc3 f5 exf5 d6 d3 Bxf5 Bg5
2021.03.29,Jaime_Garcia-CBC,1473,Leoherrerodopacio_LA,644,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Nc3 Nc6 Ke1 Ke8 f4 f5 fxe5 fxe4 Nxe4 Nxe5 Qh5 Ke7 Qxe5 Kf7 Bc4 Kg6 Qg5 Qxg5 Nxg5 Kf5 Nf7 h5 Nxh8 Nf6 Nf7 Kg4 Ne5 Kf4 Ngf3 Ke4 d3 Kf5 Rf1 Ng4 Nxg4 h4 Ne3 Kf4 Nxh4 Kg5 Rxf8 Kxh4 Nf5 Kh5 Ne7 Kg4 Rxc8 Rb8 Rxb8 a5 Rxb7 a4 Rxc7 g5 Rxd7 Kh4 Rd4 g4 h3 Kg3 Rxg4 Kh2 Bf4 Kg1 Kd2 Kf2 Bd5 a3 Be3
2021.03.29,DrSefa,1678,Ole28,1685,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Nf3 Nc6 Ke2 Ke7 Ke1 Ke8 Bc4 f6 Ke2 d6 Ke1 Qe7 Nc3 Bg4 Nd5 Qd7 h3 Bxf3 Qxf3 Nd4 Qd3 c6 Nc3 b5 Bb3 a5 a3 Nxb3 cxb3 Ne7 Ne2 Ng6 g3 Be7 Ng1 Kf7 Nf3 d5 exd5 Qxd5 Qxd5 cxd5 d3 b4 Bd2 Rhb8 a4 Rc8 Rc1 Rxc1 Bxc1 Rc8 Kd1 Bc5 Rf1 e4 Ne1 Ne5 d4 Bxd4 Nc2 Nd3 Nxd4 Rxc1 Ke2 Rxf1 Kxf1 Nxb2 Nc6 Ke6 Nxa5 d4 Ke2 d3 Kd2 Kd5 Kc1 Kd4 Kxb2 e3 fxe3 Kxe3 Nc4 Ke2 Kc1 g5 a5 h5 a6 h4 g4 d2 Nxd2
2021.03.29,Potkanobijec,1241,jonasoos,1244,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Nf6 d3 d5 f3 dxe4 fxe4 Bc5 Be3 Bxe3 Kxe3 Qd4 Ke2 Bg4 Nf3 Nc6 h3 Bxf3 gxf3 Nh5 c3 Nf4 Ke1 Qe3 Be2 Nxe2 Qxe2 Qxe2 Kxe2 Rd8 Na3 a6 Nc4 b5 Nxe5 Nxe5 Rag1 g6 f4 Nc6 d4 Kf8 d5 Na5 b4 Nc4 Kd3 c6 h4 cxd5 exd5 Rxd5 Ke4 Rd2 Ra1 f5 Kf3 Kg7 Rhd1 Rxd1 Rxd1 Ra8 Rd7 Kh6 Kg3 a5 bxa5 Rxa5 Rd5 Rxa2 Rxb5 Rc2 Rb3 Nd2 Ra3 Kh5 Kh3 h6 Kg3 g5 fxg5 hxg5 hxg5 Kxg5 Kf2 Ne4 Ke3 Nf6 Kd3 Rh2 c4 f4 Kd4 f3 Rxf3 Rd2 Rd3 Rxd3 Kxd3 Nd7 Kd4 Kf6 Kd5 Ke7 c5 Nxc5
2021.03.29,adri_dcdm,1145,mholy,1109,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nf3 Nc6 Nc3 Nf6 d3 d6 Bg5 Bg4 h3 h6 Bh4 Bh5 g4 g5 Bg3 Bg6 Bg2 Bg7 Nd2
2021.03.29,Gudetamwa,1143,papi4526,1155,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7
2021.03.30,krishna20,1501,pmoneymoney,1475,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 f6 d4 d6 dxe5 dxe5 Nd5 Kf7 Nf3 b6 Ke1 Bc5 Bc4 Kf8 Nxe5 fxe5 Qf3 Nf6 Nxf6 Qxf6 Qxf6 gxf6 Bh6 Ke7 Ke2 Nc6 f4 Bg4 Kd2 Rad8 Kc3 Bd4 Kb3 Na5 Kb4 Bc5 Kb5 a6 Kxa6 Nxc4 fxe5 Ra8 Kb5 Nxe5 Rhf1 Be2 c4 Bxc4
2021.03.30,akansukerem,966,adarshapro,1000,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7
2021.03.30,Super_Nova_Cat,1690,natrihidroxit,1649,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke3 Ke6 g4 g5 Kf3 Kf6 Nh3 Nh6 d4 Nc6 Bxg5 Ke6 Bxd8 Nxd8 dxe5
2021.03.30,emiralpvarol,1229,troiasatranc,1298,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Bc4 Bc5 Qh5 Qf6 Ke2 Qxf2 Kd1 d5 exd5 Nf6 Qxe5 Be7 Bb5 Bd7 Nc3 Bxb5 Nxb5 Nxd5 Nxc7 Kf8 Nxa8 Nc6 Nc7 Nxe5
2021.03.30,frotis-man,1165,robin30svensson,1119,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 Nc6 f3 Ke8 Kf2 Bc5 Ke2 Nge7 d3 d6 Be3 Bb6 Kf2 d5 Nge2 d4 Bg5 dxc3 Be3 Bxe3 Kxe3 cxb2 Rb1 Qd4 Nxd4 Nxd4 Rxb2 Be6 Rxb7
2021.03.30,Rshow,1016,wyngless,897,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 Nc6 Nf3 Nf6 g3 b6 Bh3 d6 d4 Bxh3 dxe5 dxe5 Qxd8 Rxd8 Bg5 Nb4 Bxf6 Kxf6 Rac1 c5 a3 Nxc2 Rxc2 c4 Nd5 Ke6 Ng5 Kd6 Nxh3
2021.03.30,maily_dextre,1306,Albert3004,1178,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Qe1 Qe8 Nc3 Nc6 h3 h6 g4 g5 b4 b5 Bb2 Bb7 d3 d6
2021.03.30,matias_cheva,2007,tankeroldan,1830,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 f3 d5 d3 dxe4 dxe4 Qxd1 Kxd1 Nc6 Nc3 Be6 Bb5 Rd8 Ke2 Nd4 Ke3 Nxb5 Nxb5 Rd1 Ke2 Rd7 b3 a6 Nc3 Nf6 Be3 Ke8 g4 h6 h4 Bb4 Na4 b5 Nc5 Rd8 Nxe6 fxe6 a3 Bc3 Rb1 a5 a4 b4 Nh3 Nh7 Nf2 Rg8 Rhd1 Kf7 Bd2 Rxd2 Rxd2 Bxd2 Kxd2 Rd8 Nd3 g5 h5 Nf8 Ke3 Kf6 Nc5 Nd7 Rd1 Ke7 Nb7 Rb8 Nxa5 Rb6 Nc4 Rc6 Rxd7 Kxd7 Nxe5 Kd6 Nxc6 Kxc6 Kd4 Kd6 Kc4 c5 Kb5 Ke5 a5 Kf4 a6 Kxf3 a7 Kxe4 a8=Q Kf4 Kxc5 Kxg4 Qh1 e5 Kxb4 e4 Kc4 e3 Kd3 Kg3 Kxe3 g4 Qg1 Kh4 Qxg4 Kxg4 Kf2
2021.03.30,tankeroldan,1827,matias_cheva,2010,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nf3 f6 d4 d6 dxe5 dxe5 Qxd8 Kxd8 Nc3 Nc6 Be3 Bg4 a3 Bd6 h3 Bxf3 gxf3 g5 h4 Be7 hxg5 fxg5 Rg1 h6 Bh3 Bf6 Rad1 Ke8 Bd7 Ke7 Bc5 Kf7 Bxc6 bxc6 Rd7 Ne7 Rxc7 Rab8 b4 a5 Na4 axb4 axb4 Ke6 Nb6 h5 Nd7 Rbc8 Rb7 h4 Nxf6 h3 Ng4 Ng6 Nh2 Nh4 Rxg5 Nxf3 Nxf3 h2 Nxh2 Rxh2 Rg6
2021.03.31,Safrone07,1357,Vladislav_zt,1324,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nf3 Nc6 Nc3 Nf6 b4 Nd4 Nxd4 exd4 Nd5 Ke8 Nxf6 gxf6 Bb2 d6 Bxd4 Bg4 f3 Bh5 g4 Bg6 h4 h5 gxh5 Bxh5 Bh3 f5 Bxf5 Rg8 Rg1 Rxg1 Qxg1 Qxh4 Bxa7 Rxa7 Qxa7 Be7 Qb8 Bd8 Qxb7 Qh2 Ke3 Bg5 Kd3 Qxd2 Kc4 Qxc2 Kb5 Qd3 Ka4 Qc2 Ka5 Bd8 Qb5 c6 Qb6 Bxb6 Kxb6 Qf2 Kxc6 Qxf3 Rh1 Qxh1 Bg6 Bxg6
2021.03.31,bongclouddraw,1358,ele1997,1367,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2 Ke7
2021.03.31,ele1997,1367,bongclouddraw,1358,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke6 Ke2 Kd6 Kd3 Ke6 Ke3 Kd6 Kd3 Ke6 Ke3 Kd6 Kd3
2021.03.31,batviktor,885,Tiger26401,903,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 Ke8 Ke1 Ke7 Nf3 Ke8 Bc4 Ke7 Ke2 Ke8 Nxe5 Ke7 Ke1 Ke8 Ke2 Ke7 Ke1 Ke8 Ke2
2021.03.31,Josebasam,1295,frtdmrky,1293,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Kf3 Ke8 Kg4 d5 Kh5 g6
2021.03.31,FoxxLi,1196,Simon1307,1110,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Nc3 Nf6 Nf3 Nc6 d3 Ke8 Be3 Bd6 g3 Bb4 a3 Bxc3 bxc3 d5 exd5 Nxd5 Bg5 Nxc3 Kd2 Qxg5 Nxg5 Nxd1 Rxd1 f6 Ne6 Nd4 Nxd4 exd4 Re1 Kf7 Bh3 Bxh3 Re4 Rad8 f4 Bf5 Re3 Rhe8 Rxe8 Rxe8 Kc1 a5 Kb2 c5 Kb3 b5 c4 Be6 Re1 bxc4 dxc4 Bxc4 Kxc4 Rxe1 Kxc5 d3 Kb5 d2 Kxa5 d1=Q Kb5 Qb1 Ka4 Re4 Ka5 Qb4 Ka6 Re6 Ka7 Qe7 Ka8 Qxa3 Kb8 Qf8 Kb7 Re8 Kc6 Ke6 g4 Qd6 Kb5 Rc8 f5 Ke5 h3 Qc6 Kb4 Rb8 Ka3 Qa6
2021.03.31,hilfigertout,1480,Eibol,1511,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Qe1 Ke8 Kd1 Nc6 Nc3 Bd6 Nf3 Nf6 Bb5 a6 Bxc6 dxc6 d3 Be6 b3 h6 Bb2 b5 d4 exd4 Nxd4 Bg4 f3 Bh5 Nf5 Qd7 Kc1 g6 Ng7 Kf8 Nxh5 Nxh5 g4 Nf4 e5 Be7 e6 Qxe6 Ne4 Rg8 a4 Rd8 axb5 cxb5 Rxa6 Qxa6 Ng3 Bg5 Qb4 Qd6 Qa5 Qd2 Kb1 Qxa5 c3 Nd3 b4 Qa4 Ba1 Ra8 Bb2 Nxb2 Kxb2 Qa2
2021.03.31,Hatkekhel,1165,calandria98,1215,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 d3 Nf6 Kd2 Nc6 Qe1 d6 Kd1 Bg4 f3 Be6 Nc3 g6 g4 Qd7 g5 Nh5 h4 Re8 Nd5 Kd8 Nf6 Nxf6 gxf6 Kc8 Nh3 d5 Ng5 dxe4 Nxe4 Bd5 Bh3 Be6 Nc5 Bxc5 Bxe6 Qxe6 Bg5 h6 Be3 Bxe3 Qxe3 Qxf6 Kd2 e4 fxe4 Kb8 Raf1 Qxb2 Rxf7 Nb4 Rc1 Qxa2 Rxc7 Kxc7 Qc5 Kb8 Qxb4 g5 Rb1 b6 hxg5 hxg5 Qd6 Kb7 Qd7 Ka6 Qb5 Kb7 Qd7 Ka8
2021.03.31,diabito,1189,SeelestialX,1380,1,1,1,Bongcloud Attack,e4 e5 Ke2 Ke7 Ke1 Ke8 Nc3 d6 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Be6 h3 Be7 Qxg7 Bf6 Qg3 Ne7 Qf3 Qd7 Qxf6
