date,white,white_elo,black,black_elo,opening
2021.03.18,medina1305,1012,gibgab,867,"Bongcloud Attack"
2021.03.18,Valladorn,1876,simohamed0,1781,"Bongcloud Attack"
2021.03.18,nol1kovv,600,menartin,710,"Bongcloud Attack"
2021.03.18,trickytrickster,1372,Aladfar,1371,"Bongcloud Attack"
2021.03.18,MiaAnthonyPhD,1133,fabcar,1165,"Bongcloud Attack"
2021.03.18,omerali2005,1145,jbl10,1147,"Bongcloud Attack"
2021.03.18,trickytrickster,1368,Sap1212,1397,"Bongcloud Attack"
2021.03.18,Kipperkipkip,940,sryrzgr,1016,"Bongcloud Attack"
2021.03.18,KingsIndian999,1417,X378,1376,"Bongcloud Attack"
2021.03.18,mkarim15,1546,serger1974,1601,"Bongcloud Attack"
2021.03.18,VVILIFYY,1233,milanbocko,1270,"Bongcloud Attack"
2021.03.18,mkarim15,1541,mvv46,1530,"Bongcloud Attack"
2021.03.18,MarjunMakinano,1423,s25salkan,1409,"Bongcloud Attack"
2021.03.18,mkarim15,1536,Rayr511,1530,"Bongcloud Attack"
2021.03.18,muhammadgunawan,1167,dizzibro,1183,"Bongcloud Attack"
2021.03.18,CharlieIngalls,1476,ALHALLAJ,1420,"Bongcloud Attack"
2021.03.18,CzarnyAlibaba,1497,Dreyko1,1493,"Bongcloud Attack"
2021.03.18,LaximeMachierVagrave,1633,Horlawale,1603,"Bongcloud Attack"
2021.03.18,Lobster151,1673,AkylzhanAK,1662,"Bongcloud Attack"
2021.03.18,Succub,1717,Etig2010,1621,"Bongcloud Attack"
2021.03.18,Dralsaadi,1772,Zvonkos,1741,"Bongcloud Attack"
2021.03.18,offbaseline,1035,Are0n7,1007,"Bongcloud Attack"
2021.03.18,AGADAREN,1127,mertosko71,1357,"Bongcloud Attack"
2021.03.18,muhammadgunawan,1200,danieyasree20,1220,"Bongcloud Attack"
2021.03.18,Matthew46,1821,Willyboy-65,1783,"Bongcloud Attack"
2021.03.18,Cagan-Unal,860,alirizabeytttt,834,"Bongcloud Attack"
2021.03.18,KyleBautista,1496,waliid,1462,"Bongcloud Attack"
2021.03.18,gaurang2801,1167,popovx,1165,"Bongcloud Attack"
2021.03.18,happyidiot1,1849,egulova,1382,"Bongcloud Attack"
2021.03.18,CrocodileDundees,600,vaibhavinikte,680,"Bongcloud Attack"
2021.03.18,BrownUrsid,1398,mohsen1mahjuob,1409,"Bongcloud Attack"
2021.03.18,DionDenzelAdvincula,1779,MAFALI,1737,"Bongcloud Attack"
2021.03.18,JKorosak,1513,KismatK,1506,"Bongcloud Attack"
2021.03.18,SaturiSakaki,1342,Rentrouble,1227,"Bongcloud Attack"
2021.03.18,DionDenzelAdvincula,1772,Husse1n,1775,"Bongcloud Attack"
2021.03.18,Haydyboy,1088,CloudyAlligator,1058,"Bongcloud Attack"
2021.03.18,go_1vs1_noob,1102,vaibhav_shivran-123,1206,"Bongcloud Attack"
2021.03.18,go_1vs1_noob,1049,Noukur,1007,"Bongcloud Attack"
2021.03.18,puduse,1405,chrfalch,1350,"Bongcloud Attack"
2021.03.18,DionDenzelAdvincula,1767,macchiavelli,1777,"Bongcloud Attack"
2021.03.18,SDASD1,1016,Mlinkn,1008,"Bongcloud Attack"
2021.03.18,ThienBuu,745,sharud,828,"Bongcloud Attack"
2021.03.18,Eldar1707,905,PPdirektorSvemiraMJK,1028,"Bongcloud Attack"
2021.03.18,ThienBuu,736,Jawher75,615,"Bongcloud Attack"
2021.03.18,hmdhabi2007,1560,Mahadi08,1582,"Bongcloud Attack"
2021.03.18,ThienBuu,733,halnaizy,603,"Bongcloud Attack"
2021.03.18,Baobeiito,1284,bojjavaralaxmi1990,1252,"Bongcloud Attack"
2021.03.18,Odhiimori,915,NateQ22,811,"Bongcloud Attack"
2021.03.18,mrcomplexxx,1350,Andrzejpach66,1356,"Bongcloud Attack"
2021.03.18,Mixer_Capu,1432,mcrespo,1538,"Bongcloud Attack"
2021.03.18,eugenioTrap777,1895,EddorD,1731,"Bongcloud Attack"
2021.03.18,Yes_its_9_inces,965,NotCain,1040,"Bongcloud Attack"
2021.03.18,Zabdell,1724,Chessismy2021,1394,"Bongcloud Attack"
2021.03.18,Fischer3386,1147,Batusavar,1050,"Bongcloud Attack"
2021.03.18,CzarnyAlibaba,1486,suldbayar,1432,"Bongcloud Attack"
2021.03.18,debangsh12,1015,Artesiaaaa,1021,"Bongcloud Attack"
2021.03.18,DorukTanKim,1012,canyaman_4a,1622,"Bongcloud Attack"
2021.03.18,Salvador657,1617,AmonVictorYumba,1663,"Bongcloud Attack"
2021.03.18,BERRILL,1440,fulgorite,1413,"Bongcloud Attack"
2021.03.18,benovox,1072,IrkMax,1111,"Bongcloud Attack"
2021.03.18,milicheck,1504,aceking77,1418,"Bongcloud Attack"
2021.03.18,ibrahim123123123123,1074,xxxBadman,1121,"Bongcloud Attack"
2021.03.18,Thorson,771,ataarnc,940,"Bongcloud Attack"
2021.03.18,mdmizan159597,2002,adrianotito,2013,"Bongcloud Attack"
2021.03.18,SaturiSakaki,1453,AnswerMax,1446,"Bongcloud Attack"
2021.03.18,wiwii,1424,Maksiunia,1447,"Bongcloud Attack"
2021.03.18,ragrus,1461,Danis18,1480,"Bongcloud Attack"
2021.03.18,intj_17,1457,lasolite,1468,"Bongcloud Attack"
2021.03.18,zeynepyildirim,970,alimkse19,1085,"Bongcloud Attack"
2021.03.18,lebobski,1019,dderevyashkina,861,"Bongcloud Attack"
2021.03.18,SoldR,1879,Vzarvici,1133,"Bongcloud Attack"
2021.03.18,ishallwooopyoass,1874,Momchi,2001,"Bongcloud Attack"
2021.03.18,liammahabirreee,1111,henry_45,1284,"Bongcloud Attack"
2021.03.18,hilfigertout,1362,Christobar,1404,"Bongcloud Attack"
2021.03.18,functionAttack,1089,Ladsu,991,"Bongcloud Attack"
2021.03.18,confifu,1404,bardagger,1283,"Bongcloud Attack"
2021.03.18,Boatcrouchstem,1424,kinggslayerrr,1418,"Bongcloud Attack"
2021.03.18,mdmizan159597,1996,Stiglitz89,1969,"Bongcloud Attack"
2021.03.18,CleverClogs,1392,evgenstf,1391,"Bongcloud Attack"
2021.03.18,asikjgokdnjgndnuj,1834,superlolly,2025,"Bongcloud Attack"
2021.03.18,Rophael,1342,SNOW150812,1441,"Bongcloud Attack"
2021.03.18,nevermor3,2128,lizzo81,1976,"Bongcloud Attack"
2021.03.18,ishallwooopyoass,1846,Ober123,1787,"Bongcloud Attack"
2021.03.18,FranGo_o_chess,1035,Lechulekshmi,902,"Bongcloud Attack"
2021.03.18,hilfigertout,1363,eldeep007,1361,"Bongcloud Attack"
2021.03.18,bogthenell9494,2507,NIGHTMARE818,1920,"Bongcloud Attack"
2021.03.18,asikjgokdnjgndnuj,1722,manit93,1744,"Bongcloud Attack"
2021.03.18,livingblunderr,1143,Rach106,1205,"Bongcloud Attack"
2021.03.18,hilfigertout,1369,Jucemequi2019,1377,"Bongcloud Attack"
2021.03.18,fizmez,1495,thepawnnbishop,1499,"Bongcloud Attack"
2021.03.18,luffy821,1814,bastin78,1742,"Bongcloud Attack"
2021.03.18,fizmez,1489,cleilsonf,1523,"Bongcloud Attack"
2021.03.18,JohnnyBongcloud,1163,qwerty995,1104,"Bongcloud Attack"
2021.03.18,keeng86,1134,pmoney79,1105,"Bongcloud Attack"
2021.03.18,kubslay,1612,quimicus,1547,"Bongcloud Attack"
2021.03.18,dmischkeram,1914,Rafa3436,1881,"Bongcloud Attack"
2021.03.18,mdmizan159597,1979,SouthAfricangirl,1838,"Bongcloud Attack"
2021.03.18,NKoreaFanboy,624,Patrikbb,708,"Bongcloud Attack"
2021.03.18,PrJD,1856,ManchaN,1831,"Bongcloud Attack"
2021.03.18,somxton,1228,Denndennie,1246,"Bongcloud Attack"
2021.03.18,muhammadgunawan,1188,isoece,1188,"Bongcloud Attack"
2021.03.18,NKoreaFanboy,600,winner_044,1067,"Bongcloud Attack"
2021.03.18,Sreerookie,972,Chalumyan_Grisha2011,1078,"Bongcloud Attack"
2021.03.18,Lucailmagno2005,2159,CptKnorke,2174,"Bongcloud Attack"
2021.03.18,ibrahim123123123123,1067,Robertwin,1034,"Bongcloud Attack"
2021.03.18,hafizenpai,1526,snooz,1462,"Bongcloud Attack"
2021.03.18,Yadev02,1500,knkalyoncu61,1599,"Bongcloud Attack"
2021.03.18,Lucailmagno2005,2159,Akirocorre,2141,"Bongcloud Attack"
2021.03.18,mdmizan159597,1986,Vicente_0208,2072,"Bongcloud Attack"
2021.03.18,Baobeiito,1296,kemalyvs,1203,"Bongcloud Attack"
2021.03.18,alirezabatooei,967,Ezequiel_123a,947,"Bongcloud Attack"
2021.03.18,Faowolf00,751,I_need_a_plumbus,782,"Bongcloud Attack"
2021.03.18,Slidermyboi,894,k6y6s,861,"Bongcloud Attack"
2021.03.18,Mirulamran,889,Bishop45,953,"Bongcloud Attack"
2021.03.18,TBBE,1306,SmartPepper,1431,"Bongcloud Attack"
2021.03.18,JohnnyBongcloud,1218,lockitdown21,1180,"Bongcloud Attack"
2021.03.18,Mirulamran,884,matyebal,908,"Bongcloud Attack"
2021.03.18,tobi_skv,765,Krystalian,812,"Bongcloud Attack"
2021.03.18,Arina_Khanjian,1500,bongtrekk,1463,"Bongcloud Attack"
2021.03.18,cared13,1254,SamPavel,1242,"Bongcloud Attack"
2021.03.18,Mirulamran,885,redmi_note_8_pro,889,"Bongcloud Attack"
2021.03.18,keeng86,1153,chewiii,1129,"Bongcloud Attack"
2021.03.18,Jeury223M,1147,Kai223M,1331,"Bongcloud Attack"
2021.03.18,Alejano,1263,Eser6767,1267,"Bongcloud Attack"
2021.03.18,Alejano,1269,HighDex,1252,"Bongcloud Attack"
2021.03.18,gambit_idioty,974,CarlosInoa,956,"Bongcloud Attack"
2021.03.18,EequalsMe,1592,Osman410,1487,"Bongcloud Attack"
2021.03.18,Khulan9396,2252,MD_rose,2243,"Bongcloud Attack"
2021.03.18,gabosalrod,1548,GUSALROD,1544,"Bongcloud Attack"
2021.03.18,NKoreaFanboy,610,MsAdkaDubicka,667,"Bongcloud Attack"
2021.03.18,Kacang-GARUDA,1742,Sahabat_mf,2120,"Bongcloud Attack"
2021.03.18,lukasz98,1581,sebaschess,1664,"Bongcloud Attack"
2021.03.18,hilfigertout,1380,ky17,1388,"Bongcloud Attack"
2021.03.18,Emmanuel0104,1543,Joshuyn,1465,"Bongcloud Attack"
2021.03.18,SaturiSakaki,1192,Ayushk1111,1170,"Bongcloud Attack"
2021.03.18,patchmck,1753,DrBirne,1718,"Bongcloud Attack"
2021.03.18,Trigonis46,1993,hema1000,1959,"Bongcloud Attack"
2021.03.18,AngelikadeBarra,1441,ScottPG,1304,"Bongcloud Attack"
2021.03.18,patchmck,1752,DrBirne,1720,"Bongcloud Attack"
2021.03.18,VincentCespedes,1449,bylemali,1367,"Bongcloud Attack"
2021.03.18,borntocamp,1056,ambigioz,1022,"Bongcloud Attack"
2021.03.18,l3ard,761,RxndyTV,887,"Bongcloud Attack"
2021.03.18,NihilVEVO,627,apfelsinem,619,"Bongcloud Attack"
2021.03.18,Hyperuser,1401,Vijay1603-2002,1078,"Bongcloud Attack"
2021.03.18,LilNamey,1126,SantiagoFDZ2000,1249,"Bongcloud Attack"
2021.03.18,aidinhnkhn,1625,LolLP_ItsME,1626,"Bongcloud Attack"
2021.03.18,aidinhnkhn,1607,bravo1601,1616,"Bongcloud Attack"
2021.03.18,imchaturanga,1646,General-tibet,1743,"Bongcloud Attack"
2021.03.18,Tipek3,1553,Jogri_chan,1517,"Bongcloud Attack"
2021.03.18,spenot,1384,mikail0698,1374,"Bongcloud Attack"
2021.03.18,spenot,1378,Ganttt,1349,"Bongcloud Attack"
2021.03.18,NihilVEVO,621,rhtkumar93,739,"Bongcloud Attack"
2021.03.18,mm576,1297,Wacatweed,1275,"Bongcloud Attack"
2021.03.18,Khulan9396,2240,oticMJ,2234,"Bongcloud Attack"
2021.03.18,hugo190,1440,RikyRik,1446,"Bongcloud Attack"
2021.03.18,Tipek3,1546,Jogri_chan,1524,"Bongcloud Attack"
2021.03.18,mkarim15,1525,mmdihsann,1461,"Bongcloud Attack"
2021.03.18,Shirocamada,1127,furkanst1,1113,"Bongcloud Attack"
2021.03.18,Gurkenstar,1060,Dobryczas,1048,"Bongcloud Attack"
2021.03.18,msanii,1973,M07591714,1850,"Bongcloud Attack"
2021.03.18,Jartzaa,910,MahmoudAbdelaziz27,929,"Bongcloud Attack"
2021.03.18,Thedarksquareknight,1726,spoli,1726,"Bongcloud Attack"
2021.03.18,NihilVEVO,638,Badkuipje,780,"Bongcloud Attack"
2021.03.18,msanii,1981,wanyoo,1872,"Bongcloud Attack"
2021.03.18,Reid_Savid,1489,wadhahi,1460,"Bongcloud Attack"
2021.03.18,WJJan25,1491,SarperS,1504,"Bongcloud Attack"
2021.03.18,dominicrs,1486,JamesAG,1112,"Bongcloud Attack"
2021.03.18,manleo88,1168,jherb,1152,"Bongcloud Attack"
2021.03.18,DAVVV9,1233,sey1t,1304,"Bongcloud Attack"
2021.03.18,Baobeiito,1300,Nerudan,1306,"Bongcloud Attack"
2021.03.18,ienstine,1497,Eng_Fernando,1487,"Bongcloud Attack"
2021.03.18,chesnoob24,1476,edo498,1489,"Bongcloud Attack"
2021.03.18,GOAT38,1985,KatTheVillain,2017,"Bongcloud Attack"
2021.03.18,ShadowAnbu,1698,hamandishe,1653,"Bongcloud Attack"
2021.03.18,LIP1,1293,HFMatheus,1851,"Bongcloud Attack"
2021.03.18,NihilVEVO,660,aimfaster,785,"Bongcloud Attack"
2021.03.18,charliekm,1177,anlmkk,1093,"Bongcloud Attack"
2021.03.18,crazypion,1673,Killuavie,1555,"Bongcloud Attack"
2021.03.18,Marcon22,969,n1x303,1000,"Bongcloud Attack"
2021.03.18,BlueGoddess,838,yaparfyigit,765,"Bongcloud Attack"
2021.03.18,AbubakarGabisov,1580,HFBS,1527,"Bongcloud Attack"
2021.03.18,DooDooMaster280,1396,mohsen89M,1359,"Bongcloud Attack"
2021.03.18,hansihansl123,1287,Natanoj10,1233,"Bongcloud Attack"
2021.03.18,Cristovam,1493,reza6431,1500,"Bongcloud Attack"
2021.03.18,AmandaSTEM,1500,montemor,1597,"Bongcloud Attack"
2021.03.18,NihilVEVO,696,Nargess-1379,792,"Bongcloud Attack"
2021.03.18,lockitdown21,1176,kromboerner,1174,"Bongcloud Attack"
2021.03.18,funkykong1,1476,duwhdhsveie,1556,"Bongcloud Attack"
2021.03.18,Fabian0305,1626,BrayaenA100690,1667,"Bongcloud Attack"
2021.03.18,Lautaro009,1271,mayconjr,1257,"Bongcloud Attack"
2021.03.18,QuasarAfterLife,1489,Mohamed_Aamer,1463,"Bongcloud Attack"
2021.03.18,Neubourg,2224,ahmedburhan,1834,"Bongcloud Attack"
2021.03.18,Cristovam,1511,engageboard81,1570,"Bongcloud Attack"
2021.03.18,NihilVEVO,684,pasqky,731,"Bongcloud Attack"
2021.03.18,QuasarAfterLife,1494,llingke5_benjamins,1470,"Bongcloud Attack"
2021.03.18,Serdest5,1257,KadoTheGuy,1239,"Bongcloud Attack"
2021.03.18,l3ard,759,meriarbiol,879,"Bongcloud Attack"
2021.03.18,miki2008,1692,BluePolo,1696,"Bongcloud Attack"
2021.03.18,ilari96,1392,miumilu,1381,"Bongcloud Attack"
2021.03.18,mrrkk,897,Blobby66,981,"Bongcloud Attack"
2021.03.18,luiz_flader,1388,mata7delafrontera,2004,"Bongcloud Attack"
2021.03.18,A_Nordio,1436,gabrielveiga01,1402,"Bongcloud Attack"
2021.03.18,lockitdown21,1193,matein69moves,1156,"Bongcloud Attack"
2021.03.18,JerseyBoy789,1281,Orsofos,1263,"Bongcloud Attack"
2021.03.18,demo999,1117,cagank225,986,"Bongcloud Attack"
2021.03.18,josid802,1257,Ntuthuko2,1255,"Bongcloud Attack"
2021.03.18,lockitdown21,1182,MaxPower120,1243,"Bongcloud Attack"
2021.03.18,Rayna24,937,Umutkoparan3,862,"Bongcloud Attack"
2021.03.18,drfnasse,987,ilkertozluklu,1021,"Bongcloud Attack"
2021.03.18,LilNamey,1127,MaoSlaak,1162,"Bongcloud Attack"
2021.03.18,drfnasse,981,Dukoser,994,"Bongcloud Attack"
2021.03.18,Fraan42,983,jmsayko,969,"Bongcloud Attack"
2021.03.18,tobiasyoder,1265,selim21amd,1226,"Bongcloud Attack"
2021.03.18,dark411,1865,Ninjarahul,1866,"Bongcloud Attack"
2021.03.18,ARMAGEDDONWARRIOR24,937,ChessJok,987,"Bongcloud Attack"
2021.03.18,marcosflemos,1389,Roju2020,1397,"Bongcloud Attack"
2021.03.18,Frider,1837,andrulin,1773,"Bongcloud Attack"
2021.03.18,MTR2020,1312,Founders2015,1262,"Bongcloud Attack"
2021.03.18,Aut0poi3sis,1422,agdelen,1447,"Bongcloud Attack"
2021.03.18,commutator,1865,RussoTuristo,1879,"Bongcloud Attack"
2021.03.18,LilNamey,1128,artfeef,1224,"Bongcloud Attack"
2021.03.18,irwinlg,1696,Dzhumi,1729,"Bongcloud Attack"
2021.03.18,Abhijit_12298,1860,Chessfredy2001,1857,"Bongcloud Attack"
2021.03.18,crclark,1680,moham46,1682,"Bongcloud Attack"
2021.03.18,SeyreDur,1915,SzanownyPanInzynier,1877,"Bongcloud Attack"
2021.03.18,Bruyunokio,1348,Genri01,1414,"Bongcloud Attack"
2021.03.18,King-hunt,1731,gall92,1713,"Bongcloud Attack"
2021.03.18,Cl0sing,1546,OpentheChesst,1602,"Bongcloud Attack"
2021.03.18,Jp524,1043,JamieMaher,1607,"Bongcloud Attack"
2021.03.18,Bruyunokio,1327,Gandha,1318,"Bongcloud Attack"
2021.03.18,Bruyunokio,1316,yaminot,1328,"Bongcloud Attack"
2021.03.18,Bruyunokio,1310,C0rinthians1910,1309,"Bongcloud Attack"
2021.03.18,jazzygroovy,1589,R1FA,1481,"Bongcloud Attack"
2021.03.18,hilfigertout,1381,omega1000,1313,"Bongcloud Attack"
2021.03.18,Marcone10,1855,jojoger,1906,"Bongcloud Attack"
2021.03.18,fitman2021,1750,Chess-Matador,1734,"Bongcloud Attack"
2021.03.18,papapizza,1652,Robi04,1321,"Bongcloud Attack"
2021.03.18,GabrielUmbaritaPandi,1594,WHOSENEXT,1588,"Bongcloud Attack"
2021.03.18,l3ard,751,Bingus347,881,"Bongcloud Attack"
2021.03.18,Bingus347,854,l3ard,766,"Bongcloud Attack"
2021.03.18,kakaopalme,787,Dennis_MCR,768,"Bongcloud Attack"
2021.03.18,l3ard,771,CEGP,841,"Bongcloud Attack"
2021.03.18,lukaskoko1,1192,elderlyHornet1,1159,"Bongcloud Attack"
2021.03.18,Koyfish3404,1640,Cows19393119229,1525,"Bongcloud Attack"
2021.03.18,Cows19393119229,1539,artmetkar,1281,"Bongcloud Attack"
2021.03.18,Ivorperk,1567,Manuteboll,1541,"Bongcloud Attack"
2021.03.18,austin57201,1588,Rewzilla,1617,"Bongcloud Attack"
2021.03.18,Ivorperk,1561,nickmill2812,1609,"Bongcloud Attack"
2021.03.18,Amayskie,1866,Salomonf,1823,"Bongcloud Attack"
2021.03.18,Rewzilla,1610,AustenK,1105,"Bongcloud Attack"
2021.03.18,Trickstarmate,820,Brchess25,884,"Bongcloud Attack"
2021.03.18,Mr_77,1472,richarnt,1442,"Bongcloud Attack"
2021.03.18,Phenest,1623,kisaragisaya,1201,"Bongcloud Attack"
2021.03.18,Phenest,1613,kisaragisaya,1210,"Bongcloud Attack"
2021.03.18,Djangomangoyo,1180,A73000889DENIS,1259,"Bongcloud Attack"
2021.03.18,d0_0b,1730,Basheer2019,1719,"Bongcloud Attack"
2021.03.18,Azmir94,1025,Vsenna,995,"Bongcloud Attack"
2021.03.18,allTheRobs,936,magnuscarsloop,931,"Bongcloud Attack"
2021.03.18,rank1soon,808,W1sSper,876,"Bongcloud Attack"
2021.03.18,FakeChessBoys,1055,Bodhinho,2223,"Bongcloud Attack"
2021.03.18,neup,741,Tekurs,823,"Bongcloud Attack"
2021.03.18,Sreerookie,979,bape6yx,887,"Bongcloud Attack"
2021.03.18,Hmzfdlmohm,1398,Pinguelli,1428,"Bongcloud Attack"
2021.03.18,TKSLV-Jllasmin,995,TKSLV-CoachNathan,600,"Bongcloud Attack"
2021.03.18,Leonelasebatian10,1530,valesongort2010pdp,1701,"Bongcloud Attack"
2021.03.18,Kallaig59,2481,Nikita_Sannikov,2298,"Bongcloud Attack"
2021.03.18,cannadad,1599,gurhansam,1596,"Bongcloud Attack"
2021.03.18,KingSac99,2179,ucGM-Kaspa,2117,"Bongcloud Attack"
2021.03.18,dimio79,1459,harbartt,1470,"Bongcloud Attack"
2021.03.19,dimio79,1471,harbartt,1459,"Bongcloud Attack"
2021.03.19,dimio79,1471,DIRACPRO,1593,"Bongcloud Attack"
2021.03.19,Bob867,1027,DanKhietNgo,1115,"Bongcloud Attack"
2021.03.19,johno1,1203,princess_bella,1228,"Bongcloud Attack"
2021.03.19,JuanVillegas93,2101,Deadpool2620,2000,"Bongcloud Attack"
2021.03.19,Bong_Cloud13,1948,Carlinhos2,1500,"Bongcloud Attack"
2021.03.19,Samara-karnova,1557,Kvetusko,1718,"Bongcloud Attack"
2021.03.19,GGOSinon,1392,alexmeister12,1413,"Bongcloud Attack"
2021.03.19,beshieee,1410,J_Alvarez,1389,"Bongcloud Attack"
2021.03.19,justmikes,896,useless9,795,"Bongcloud Attack"
2021.03.19,ofthefog,1365,alectesterman,1366,"Bongcloud Attack"
2021.03.19,KingSac99,2275,bfeniks,2216,"Bongcloud Attack"
2021.03.19,Samara-karnova,1552,ChessBarbudo,1904,"Bongcloud Attack"
2021.03.19,Juliosin00,1512,RAVZ34312,1045,"Bongcloud Attack"
2021.03.19,ofthefog,1364,edmar89,1321,"Bongcloud Attack"
2021.03.19,Birkett_Luke,1520,aburamy1,1593,"Bongcloud Attack"
2021.03.19,KingSac99,2334,Peivan,2412,"Bongcloud Attack"
2021.03.19,ofthefog,1356,vijuuu,1362,"Bongcloud Attack"
2021.03.19,Kurdyy,1236,ibrahimouk,1157,"Bongcloud Attack"
2021.03.19,Aut0poi3sis,1416,vrg_2304,1407,"Bongcloud Attack"
2021.03.19,Alejano,1260,LucasLi1010,1243,"Bongcloud Attack"
2021.03.19,danzetto,962,pengus_khan,928,"Bongcloud Attack"
2021.03.19,ofthefog,1339,joAREzfiLHo,1357,"Bongcloud Attack"
2021.03.19,tobitheswiss,979,NCP2020,1049,"Bongcloud Attack"
2021.03.19,ofthefog,1333,whiteblabla,1421,"Bongcloud Attack"
2021.03.19,nicejeans,1170,complexity-class,1239,"Bongcloud Attack"
2021.03.19,ofthefog,1335,rml3pct,1220,"Bongcloud Attack"
2021.03.19,danzetto,914,perryyyyyyy,995,"Bongcloud Attack"
2021.03.19,PeixePescador,1709,Yeahboii1,1578,"Bongcloud Attack"
2021.03.19,duchsvaty,1536,Moco_Loco,1532,"Bongcloud Attack"
2021.03.19,knees_1,1338,SreeJaya,1260,"Bongcloud Attack"
2021.03.19,Perriyeah,1495,paragabhyankar,1511,"Bongcloud Attack"
2021.03.19,bilx,1147,Carit990,1178,"Bongcloud Attack"
2021.03.19,puzzzzzzzlestorm,1587,kuyaconnor,1659,"Bongcloud Attack"
2021.03.19,danzetto,916,kovidgambit-13,865,"Bongcloud Attack"
2021.03.19,TGLT,1695,ayjaychess,1675,"Bongcloud Attack"
2021.03.19,barehsolok,1565,Ekshin_Kadusi,1578,"Bongcloud Attack"
2021.03.19,danzetto,916,kenanveli48,999,"Bongcloud Attack"
2021.03.19,petros23820,910,alfredocabrera,928,"Bongcloud Attack"
2021.03.19,danzetto,909,Jaramy,1068,"Bongcloud Attack"
2021.03.19,AlmostEpiC,1083,illipino,1075,"Bongcloud Attack"
2021.03.19,lamestudentprime,901,Kenseikan,955,"Bongcloud Attack"
2021.03.19,borntocamp,1030,brocktane,875,"Bongcloud Attack"
2021.03.19,bongclouddraw,1417,bubblebuns91,1352,"Bongcloud Attack"
2021.03.19,bongclouddraw,1435,Hapodidae,1457,"Bongcloud Attack"
2021.03.19,QaisaraSkpS,1632,MarcosRuizCapdepont,1785,"Bongcloud Attack"
2021.03.19,kikkomane,1391,Targino50,1374,"Bongcloud Attack"
2021.03.19,Dave_Detera,1830,AhmedGabal,1827,"Bongcloud Attack"
2021.03.19,QaisaraSkpS,1616,Vasorenacido,1528,"Bongcloud Attack"
2021.03.19,danzetto,919,sritanshu,992,"Bongcloud Attack"
2021.03.19,bongclouddraw,1433,sandeepv1438,1356,"Bongcloud Attack"
2021.03.19,danzetto,934,Inga181109,987,"Bongcloud Attack"
2021.03.19,BigCrook,1914,danny99,1915,"Bongcloud Attack"
2021.03.19,bongclouddraw,1408,Spicyice,1414,"Bongcloud Attack"
2021.03.19,MQ2004,1414,Ricardovski1991,1452,"Bongcloud Attack"
2021.03.19,Soffy,1222,JiiPeeKoo,1324,"Bongcloud Attack"
2021.03.19,debangsh12,1014,earliblue,924,"Bongcloud Attack"
2021.03.19,Mehmet_ali06,661,Enzop19,1324,"Bongcloud Attack"
2021.03.19,DeepMindGiant,1337,Djjbomb,1366,"Bongcloud Attack"
2021.03.19,Rosomah,934,Nabius7,1036,"Bongcloud Attack"
2021.03.19,ashutosh_167,1626,leoist7979,1641,"Bongcloud Attack"
2021.03.19,pandus2000,1102,canbeycucemen,1063,"Bongcloud Attack"
2021.03.19,secretchess44,1804,JJoubert,1743,"Bongcloud Attack"
2021.03.19,heminm,1830,Terebey,1810,"Bongcloud Attack"
2021.03.19,NenadP90,1908,ZhasikDota2,1862,"Bongcloud Attack"
2021.03.19,CassieCakes9,1149,lucho321,1189,"Bongcloud Attack"
2021.03.19,Mike-France-30,1569,TantanNurdiansyah,1599,"Bongcloud Attack"
2021.03.19,bongclown69,1500,alexander96sk,1677,"Bongcloud Attack"
2021.03.19,MoistMayonese,1164,SamerRichani,1215,"Bongcloud Attack"
2021.03.19,bongclown69,1166,MirandaCarlos,1080,"Bongcloud Attack"
2021.03.19,IbrahimSahin2004,1551,aljura31,1553,"Bongcloud Attack"
2021.03.19,savaii,1285,ahmetsaitknyl,1360,"Bongcloud Attack"
2021.03.19,Emkof,1095,laurensjkok,1035,"Bongcloud Attack"
2021.03.19,Lorenz2003,2020,Markus1964,1979,"Bongcloud Attack"
2021.03.19,ThienBuu,733,Emil2013hiddenside,805,"Bongcloud Attack"
2021.03.19,hader239,1392,LSFDPL,1391,"Bongcloud Attack"
2021.03.19,dimio79,1473,grisha_the_winner,1401,"Bongcloud Attack"
2021.03.19,wahe0062,1390,ALFREDdino,1747,"Bongcloud Attack"
2021.03.19,bongclouddraw,1387,TAchopijo,1331,"Bongcloud Attack"
2021.03.19,ErikBlacksmith,1473,purnap,1462,"Bongcloud Attack"
2021.03.19,bongclouddraw,1392,ghoba,1339,"Bongcloud Attack"
2021.03.19,duchsvaty,1489,RedneckAttack,1488,"Bongcloud Attack"
2021.03.19,bongclouddraw,1384,vondenbrincken,1432,"Bongcloud Attack"
2021.03.19,fizmez,1478,sleepyday,1441,"Bongcloud Attack"
2021.03.19,marekzzzz,880,zawada24,877,"Bongcloud Attack"
2021.03.19,stepladder,917,dev_5005,1437,"Bongcloud Attack"
2021.03.19,DutchDuche,1310,GeorgeChitanava72,1405,"Bongcloud Attack"
2021.03.19,FranGo_o_chess,1044,buumbooom,996,"Bongcloud Attack"
2021.03.19,Zebrodsky,1050,DanielTravis2007,1028,"Bongcloud Attack"
2021.03.19,bossetonium1,738,Danggen,930,"Bongcloud Attack"
2021.03.19,DutchDuche,1316,Zen-Fanter_002,1321,"Bongcloud Attack"
2021.03.19,commutator,1865,TheBuckle,1870,"Bongcloud Attack"
2021.03.19,anominos,1774,golnaz45,1796,"Bongcloud Attack"
