date,white,white_elo,black,black_elo,opening
2021.03.14,FranklinHee,1530,shrewdbotox,1500,"Bongcloud Attack"
2021.03.14,Hyperuser,1408,ezpzlemonsqueezy,1363,"Bongcloud Attack"
2021.03.14,Hukuma,1342,Ckreativ,1387,"Bongcloud Attack"
2021.03.14,Carina_Sousa10,1456,Hariom_122,1431,"Bongcloud Attack"
2021.03.14,Hukuma,1353,DM34,1435,"Bongcloud Attack"
2021.03.14,GUNNASLITURTHROATBB,1326,evgen12345,1445,"Bongcloud Attack"
2021.03.14,GUNNASLITURTHROATBB,1223,KmetUb,1307,"Bongcloud Attack"
2021.03.14,Barakosky,1379,Bien-Campero,1465,"Bongcloud Attack"
2021.03.14,Ikram_Shenpai,1722,Magic777,1754,"Bongcloud Attack"
2021.03.14,Araceli2007,690,sebitas_22,907,"Bongcloud Attack"
2021.03.14,greyg-host,1067,rahimaziz,1075,"Bongcloud Attack"
2021.03.14,Araceli2007,645,abigail007,1179,"Bongcloud Attack"
2021.03.14,himalayan181,1952,Grosby007,1959,"Bongcloud Attack"
2021.03.14,Barneystinson696969,1253,Den97,1298,"Bongcloud Attack"
2021.03.14,VientoGris,1923,rgoljovic,1937,"Bongcloud Attack"
2021.03.14,Ludmiiila,2141,turnuvahesabi1234,2125,"Bongcloud Attack"
2021.03.14,Meowcatty,2227,H0M3R0,2276,"Bongcloud Attack"
2021.03.14,Meowcatty,2217,H0M3R0,2285,"Bongcloud Attack"
2021.03.14,ivan-popov,1087,mikhailerm,1419,"Bongcloud Attack"
2021.03.14,Milky224,1246,POE267,1208,"Bongcloud Attack"
2021.03.14,weirdo_ugh,766,Fatihenes123,751,"Bongcloud Attack"
2021.03.14,jcrb,2261,carlos_magnusen,2228,"Bongcloud Attack"
2021.03.14,msanii,1973,Kiprotich,1998,"Bongcloud Attack"
2021.03.14,jasonf7,980,Juror8,837,"Bongcloud Attack"
2021.03.14,IsaacGreninja,888,Mauri81,1024,"Bongcloud Attack"
2021.03.14,msanii,1982,Kiprotich,1992,"Bongcloud Attack"
2021.03.14,kremowka2137,1533,Us3r24,1513,"Bongcloud Attack"
2021.03.14,Alterstorm,1452,mostafa97,1452,"Bongcloud Attack"
2021.03.14,msanii,1974,WodaChristopher,1906,"Bongcloud Attack"
2021.03.14,NathanCanine,869,rowe99,941,"Bongcloud Attack"
2021.03.14,Alterstorm,1496,orioid,1443,"Bongcloud Attack"
2021.03.14,tasty_borgar,1506,ronron247,1482,"Bongcloud Attack"
2021.03.14,So125,1076,Aaronmoi,1882,"Bongcloud Attack"
2021.03.14,jasonf7,957,seeroxs,997,"Bongcloud Attack"
2021.03.14,NoisyFairy,1087,Sebas_B,1091,"Bongcloud Attack"
2021.03.14,Hyperuser,1395,Roman_Safarov,1443,"Bongcloud Attack"
2021.03.14,happyidiot1,1849,fcukhuzaif,1038,"Bongcloud Attack"
2021.03.14,akigato,1205,JESGENIAL,1301,"Bongcloud Attack"
2021.03.14,enjoyplay,1573,aliekrgz,889,"Bongcloud Attack"
2021.03.14,diegonk96,2138,yacoubnor,2083,"Bongcloud Attack"
2021.03.14,hilfigertout,1349,dassaqyi,1414,"Bongcloud Attack"
2021.03.14,hilfigertout,1362,Engmohsen,1374,"Bongcloud Attack"
2021.03.15,agonhajdari,1115,BrianC56,1243,"Bongcloud Attack"
2021.03.15,sahkal,2136,Tabisbek22204,2150,"Bongcloud Attack"
2021.03.15,sahkal,2130,RonHei,2123,"Bongcloud Attack"
2021.03.15,nomouseblitz,1368,splinked,1435,"Bongcloud Attack"
2021.03.15,hilfigertout,1347,karbakcick,1339,"Bongcloud Attack"
2021.03.15,hilfigertout,1341,EdgarMerinoJimenez,1347,"Bongcloud Attack"
2021.03.15,plerr,1845,Lion_beluy,1901,"Bongcloud Attack"
2021.03.15,ShaggyLegend69,795,VoxyZeen,877,"Bongcloud Attack"
2021.03.15,anducc,672,oreshneru,810,"Bongcloud Attack"
2021.03.15,Bungerer,908,sineeleto,911,"Bongcloud Attack"
2021.03.15,Bungerer,921,IHardlyKnowHer,979,"Bongcloud Attack"
2021.03.15,NayanMehta,1460,JigneshbhaiPriyanshi,1349,"Bongcloud Attack"
2021.03.15,manyaparsana1,1066,dakshsuchday,1129,"Bongcloud Attack"
2021.03.15,MoeMVP,1638,pepilloajedrez,1596,"Bongcloud Attack"
2021.03.15,vlado09,1579,kukumatz,1659,"Bongcloud Attack"
2021.03.15,domeyko,1629,emersonvoss,1612,"Bongcloud Attack"
2021.03.15,hahayouhaha,1162,Ich1983,1120,"Bongcloud Attack"
2021.03.15,SeventeenMinutes,1576,smaratka,1581,"Bongcloud Attack"
2021.03.15,Whatevvs,1364,gondaliyarutu,1361,"Bongcloud Attack"
2021.03.15,walidska,1136,Maris23,1136,"Bongcloud Attack"
2021.03.15,Ahmedbee,741,hansbilall,759,"Bongcloud Attack"
2021.03.15,walidska,1124,adyokad,1013,"Bongcloud Attack"
2021.03.15,TECCnick23,1570,mhrdad,1647,"Bongcloud Attack"
2021.03.15,NoisyFairy,1082,dj4k,1084,"Bongcloud Attack"
2021.03.15,TECCnick23,1572,organictimemachine,1602,"Bongcloud Attack"
2021.03.15,wahe0062,1453,Chroz,1349,"Bongcloud Attack"
2021.03.15,gu-no-ne,1610,Stodik,1563,"Bongcloud Attack"
2021.03.15,Supra248,1116,tpoborne,1122,"Bongcloud Attack"
2021.03.15,NoisyFairy,1078,paprikabank,1201,"Bongcloud Attack"
2021.03.15,walidska,1116,werschwein,1083,"Bongcloud Attack"
2021.03.15,walidska,1121,e1n0,1162,"Bongcloud Attack"
2021.03.15,NoisyFairy,1086,kartgarg,1101,"Bongcloud Attack"
2021.03.15,Revalic,1660,joshdej,1480,"Bongcloud Attack"
2021.03.15,AD_11,1050,Michujs,1033,"Bongcloud Attack"
2021.03.15,Lizigyik,1498,Argert,1511,"Bongcloud Attack"
2021.03.15,debakgp,1603,rishi_iota,1740,"Bongcloud Attack"
2021.03.15,hilfigertout,1369,Frcadriano,1449,"Bongcloud Attack"
2021.03.15,hilfigertout,1365,adel_beyragi_1354,1447,"Bongcloud Attack"
2021.03.15,EMILIALOPEZ,1028,Matias0510ghil,1084,"Bongcloud Attack"
2021.03.15,gu-no-ne,1621,MrKartess,1645,"Bongcloud Attack"
2021.03.15,whichnimzo,1264,DrBlee,1259,"Bongcloud Attack"
2021.03.15,jancomiroslav9,1591,oliveiramendes,1592,"Bongcloud Attack"
2021.03.15,bibabiba2,1703,zlonast3,1250,"Bongcloud Attack"
2021.03.15,EnesYusufKamis34,2336,Maybach77,2366,"Bongcloud Attack"
2021.03.15,EnesYusufKamis34,2331,Hondas,2279,"Bongcloud Attack"
2021.03.15,FaustoPuello,1524,loma_killer,2386,"Bongcloud Attack"
2021.03.15,NailT,1264,E01102012,1258,"Bongcloud Attack"
2021.03.15,MertMurat1673,1035,berrymccream,941,"Bongcloud Attack"
2021.03.15,greyg-host,1108,torvalde,1092,"Bongcloud Attack"
2021.03.15,planetmadness,659,toti10o,639,"Bongcloud Attack"
2021.03.15,DatunchaCh,1731,love_animals,1589,"Bongcloud Attack"
2021.03.15,Chato7,868,EVBEL,941,"Bongcloud Attack"
2021.03.15,APKapoor,1334,sarthaksa,1604,"Bongcloud Attack"
2021.03.15,Yag-2009,989,Alperish9779,959,"Bongcloud Attack"
2021.03.15,Voytal,653,a_bhathar,753,"Bongcloud Attack"
2021.03.15,Yag-2009,985,Jesuscrazyy,1711,"Bongcloud Attack"
2021.03.15,NoisyFairy,1088,Castano-Mamsky,1072,"Bongcloud Attack"
2021.03.15,AnirbanBFF,933,Lambda25,1046,"Bongcloud Attack"
2021.03.15,KapgaNNN,1642,bbe_07,1560,"Bongcloud Attack"
2021.03.15,Cricribossduchessgam,1710,alaaanb99,1762,"Bongcloud Attack"
2021.03.15,msanii,1907,Apiyor,1616,"Bongcloud Attack"
2021.03.15,kamil1234554321,1749,iammatvei,1772,"Bongcloud Attack"
2021.03.15,Mero_WistonAsc,1197,xXSchachOderStirbXx,1333,"Bongcloud Attack"
2021.03.15,Funfunfunfu,1002,Mytikk,1071,"Bongcloud Attack"
2021.03.15,R1dge,1674,arethereanybody,1673,"Bongcloud Attack"
2021.03.15,coulditbesamc,1431,BauerLindemann,1480,"Bongcloud Attack"
2021.03.15,solongandthanks1,1104,jay6on,990,"Bongcloud Attack"
2021.03.15,RookieEight,1500,furryjamalog,1550,"Bongcloud Attack"
2021.03.15,coulditbesamc,1426,yo2000,1445,"Bongcloud Attack"
2021.03.15,msanii,1917,Apiyor,1611,"Bongcloud Attack"
2021.03.15,rookiejackal,1823,Chefess,1813,"Bongcloud Attack"
2021.03.15,Chiaroscuro7,1574,thurinbrokenshield,1537,"Bongcloud Attack"
2021.03.15,Palestinian_Fighter,1672,badran135,1678,"Bongcloud Attack"
2021.03.15,blacbeanburgr,1393,Timoshha,1363,"Bongcloud Attack"
2021.03.15,andre3108,1307,Daniel-MCarlsen,1282,"Bongcloud Attack"
2021.03.15,Va0610,1062,AzamatKarina,1159,"Bongcloud Attack"
2021.03.15,Fouprendh7,1685,KARAZECHESS,1643,"Bongcloud Attack"
2021.03.15,RoyalRook96,1046,ChilePoblano,1062,"Bongcloud Attack"
2021.03.15,Ansh5,1244,AnshandRashisDad,979,"Bongcloud Attack"
2021.03.15,Energia_Pedrofrias,778,RandomUlivia,933,"Bongcloud Attack"
2021.03.15,Ridwanzulfathi,1468,EAW,1431,"Bongcloud Attack"
2021.03.15,Eymn,1957,Aisberg05,1965,"Bongcloud Attack"
2021.03.15,DrAditya,1440,JsckDaniel,1480,"Bongcloud Attack"
2021.03.15,DrAditya,1404,JsckDaniel,1490,"Bongcloud Attack"
2021.03.15,brainxxx12233,919,CAVA_ALLI,790,"Bongcloud Attack"
2021.03.15,hilfigertout,1365,RKz1,1385,"Bongcloud Attack"
2021.03.15,Den_Kor,1480,killer6969,1507,"Bongcloud Attack"
2021.03.15,Den_Kor,1474,musito2001,1499,"Bongcloud Attack"
2021.03.15,Temperz87,1151,BiCcloud69,1188,"Bongcloud Attack"
2021.03.15,Kawell,1480,fasil_nk,1506,"Bongcloud Attack"
2021.03.15,bigbobbypig,1893,Nikolai1109,1769,"Bongcloud Attack"
2021.03.15,Den_Kor,1451,mehrdadazar2,1453,"Bongcloud Attack"
2021.03.15,LPmitJ,837,hverdin98,808,"Bongcloud Attack"
2021.03.15,halfwatt1,976,matheusalves3010,981,"Bongcloud Attack"
2021.03.15,H011Ravager0110O,1283,lomens,1259,"Bongcloud Attack"
2021.03.15,Roobinho,2211,miskob,2147,"Bongcloud Attack"
2021.03.15,ElcanZV407,1103,ducasimovic,1052,"Bongcloud Attack"
2021.03.15,halfwatt1,977,MagicznyGrzegorz,1023,"Bongcloud Attack"
2021.03.15,hilfigertout,1372,Ayman99md,1500,"Bongcloud Attack"
2021.03.15,tushmakster,1228,crazygiova,1138,"Bongcloud Attack"
2021.03.15,furkanyucel375,1239,jaekenji,1239,"Bongcloud Attack"
2021.03.15,TrueBloodz,2049,mahrezbendo,2091,"Bongcloud Attack"
2021.03.15,micksuscongson,1882,MacumbaNervosa,1901,"Bongcloud Attack"
2021.03.15,halfwatt1,981,felei,1057,"Bongcloud Attack"
2021.03.15,BonginkosiJames,1611,david_neizmetdinov,1474,"Bongcloud Attack"
2021.03.15,tetoprime,1294,yashrad,1234,"Bongcloud Attack"
2021.03.15,an112,1372,nussbruderrudi,1429,"Bongcloud Attack"
2021.03.15,Growbag,981,falco-97,1010,"Bongcloud Attack"
2021.03.15,IotaUPSB,1242,FideliOne,1242,"Bongcloud Attack"
2021.03.15,LouisPetillon,1598,ddddbbb,1617,"Bongcloud Attack"
2021.03.15,LouisPetillon,1586,jtcoghill,1605,"Bongcloud Attack"
2021.03.16,oceanriver,1626,Chade2,1678,"Bongcloud Attack"
2021.03.16,hilfigertout,1370,Pckh18,1358,"Bongcloud Attack"
2021.03.16,Dr_JekyllAndMr_Hyde,1991,Saavedracisco,2022,"Bongcloud Attack"
2021.03.16,ImmortalPlayer,1725,Kokorikamo,1728,"Bongcloud Attack"
2021.03.16,chrch,894,peteg13,903,"Bongcloud Attack"
2021.03.16,wszdn,1345,Exodus88,1471,"Bongcloud Attack"
2021.03.16,Gany-M,1331,LdeLucas,1320,"Bongcloud Attack"
2021.03.16,Bongycloudsy,1500,Fenzokaledanoronha,1345,"Bongcloud Attack"
2021.03.16,wszdn,1359,Miss_Black,1500,"Bongcloud Attack"
2021.03.16,CantMateMe,1460,Lmuz,1579,"Bongcloud Attack"
2021.03.16,therealshmeeg,1104,Matute1515,980,"Bongcloud Attack"
2021.03.16,ThanksForAllTheFish,823,Waffle_04,753,"Bongcloud Attack"
2021.03.16,Ze_Ka,1104,jboyle94,922,"Bongcloud Attack"
2021.03.16,ThanksForAllTheFish,815,rook_me_up,875,"Bongcloud Attack"
2021.03.16,StevieJack,1052,Prof_RMCarvalho,908,"Bongcloud Attack"
2021.03.16,blaznspadz,1168,Crrazzychess123,1288,"Bongcloud Attack"
2021.03.16,fyfles,1298,Justabil,1362,"Bongcloud Attack"
2021.03.16,ZareonPawno,1078,JPaints,1123,"Bongcloud Attack"
2021.03.16,Aminidiel,1362,mathewcr777,1361,"Bongcloud Attack"
2021.03.16,Peko_Peko_Peko,1260,BenBK,1238,"Bongcloud Attack"
2021.03.16,Literally_a_Goat,1214,picbois,1265,"Bongcloud Attack"
2021.03.16,ajbizzy,982,chrch,901,"Bongcloud Attack"
2021.03.16,weeedd,1113,Lamono,1030,"Bongcloud Attack"
2021.03.16,highspire,844,Sebasx1221,1022,"Bongcloud Attack"
2021.03.16,ssssitrus,981,gorlaf,1105,"Bongcloud Attack"
2021.03.16,immark,1453,barradass,1441,"Bongcloud Attack"
2021.03.16,blaznspadz,1151,Poulco,1103,"Bongcloud Attack"
2021.03.16,ssssitrus,938,BrashCostume,936,"Bongcloud Attack"
2021.03.16,blaznspadz,1145,fextt,1121,"Bongcloud Attack"
2021.03.16,mattypeters10,1550,DeNancy,1614,"Bongcloud Attack"
2021.03.16,the_agenda,1301,chess4joey,1332,"Bongcloud Attack"
2021.03.16,hilfigertout,1367,Tatetitotu,1379,"Bongcloud Attack"
2021.03.16,deeppalko,1635,El-Abogado-del-Rey,1660,"Bongcloud Attack"
2021.03.16,the_agenda,1296,Danttezx,1290,"Bongcloud Attack"
2021.03.16,sultanzy,1577,telladex,1566,"Bongcloud Attack"
2021.03.16,CitroBeer,1758,JovicaCar,1738,"Bongcloud Attack"
2021.03.16,deeppalko,1625,El-Abogado-del-Rey,1671,"Bongcloud Attack"
2021.03.16,blaznspadz,1137,ConPractice,1087,"Bongcloud Attack"
2021.03.16,totalverb,1541,GeorgeFeb,1524,"Bongcloud Attack"
2021.03.16,CitroBeer,1759,Darrylict,1768,"Bongcloud Attack"
2021.03.16,GrandMasterJosiah,1223,TexasToast,1292,"Bongcloud Attack"
2021.03.16,WILLIAMPONDEE19,1424,bhatts,1420,"Bongcloud Attack"
2021.03.16,totalverb,1547,nikhopo,1491,"Bongcloud Attack"
2021.03.16,weedcollege,1690,Alexey_Shorichev,1615,"Bongcloud Attack"
2021.03.16,AoC85,1826,Angelo2117,1913,"Bongcloud Attack"
2021.03.16,GrandMasterJosiah,1231,ixye,1152,"Bongcloud Attack"
2021.03.16,ZareonPawno,1060,torvalde,1113,"Bongcloud Attack"
2021.03.16,immark,1447,AdrielNasralla,1386,"Bongcloud Attack"
2021.03.16,Natoize,1093,gkn38,1137,"Bongcloud Attack"
2021.03.16,immark,1440,spookiz,1366,"Bongcloud Attack"
2021.03.16,GrandMasterJosiah,1250,hertzlia,1329,"Bongcloud Attack"
2021.03.16,totalverb,1554,tubabrandon,1574,"Bongcloud Attack"
2021.03.16,CitroBeer,1753,joh25,1718,"Bongcloud Attack"
2021.03.16,ExcellentOutPost,1681,kkphys,1822,"Bongcloud Attack"
2021.03.16,dwadh,1503,Katastrophe123,1525,"Bongcloud Attack"
2021.03.16,Haddapheu,973,meedox,1043,"Bongcloud Attack"
2021.03.16,gubyyy,1101,Dey2,1133,"Bongcloud Attack"
2021.03.16,dwadh,1498,GamingStrategist,1515,"Bongcloud Attack"
2021.03.16,Justn15,756,rookie457,868,"Bongcloud Attack"
2021.03.16,dwadh,1498,rookieroad,1555,"Bongcloud Attack"
2021.03.16,AdarshKhanna,1009,SaidRook,922,"Bongcloud Attack"
2021.03.16,pritamlad,1486,Zain2003,1416,"Bongcloud Attack"
2021.03.16,dabears1,1376,ceminami,1348,"Bongcloud Attack"
2021.03.16,GridJelly,1134,BuddingCurmudgeon,1138,"Bongcloud Attack"
2021.03.16,kapranovd,1347,jpchong,1270,"Bongcloud Attack"
2021.03.16,gubyyy,1105,Roberto_89,1116,"Bongcloud Attack"
2021.03.16,kapranovd,1352,ka_no13,1392,"Bongcloud Attack"
2021.03.16,Cardioth,1150,Braguinhaaa,1196,"Bongcloud Attack"
2021.03.16,get_off_my_pawn,1059,Andrufib,1071,"Bongcloud Attack"
2021.03.16,Lucas_Kranich17,1435,MonInsane,1472,"Bongcloud Attack"
2021.03.16,SuperNenechi,1107,npenha,1128,"Bongcloud Attack"
2021.03.16,POTAto01845,1062,Qui-Gon-Jin,1076,"Bongcloud Attack"
2021.03.16,tetoprime,1314,Cheri_14,1302,"Bongcloud Attack"
2021.03.16,JurgenAkiva,1728,MrHamzaouiAb29,1778,"Bongcloud Attack"
2021.03.16,sloboz_roz,1278,BaitHarmon,1266,"Bongcloud Attack"
2021.03.16,blaznspadz,1132,BeniG82IMg,1224,"Bongcloud Attack"
2021.03.16,sloboz_roz,1284,Thalia1905,1305,"Bongcloud Attack"
2021.03.16,Atackunat,1805,newagerage,1781,"Bongcloud Attack"
2021.03.16,blaznspadz,1134,Oliver2605,1086,"Bongcloud Attack"
2021.03.16,nussy,1989,wilbert_guo,1981,"Bongcloud Attack"
2021.03.16,aayushchess,1278,Cemilbdk,1236,"Bongcloud Attack"
2021.03.16,blaznspadz,1139,fkhatib,1232,"Bongcloud Attack"
2021.03.16,FurtherDuck5045,972,MateoRadanovic1,921,"Bongcloud Attack"
2021.03.16,vladiee,1173,jlu3007,1198,"Bongcloud Attack"
2021.03.16,DrFoolerstein,1602,Itts_Soul,1585,"Bongcloud Attack"
2021.03.16,QaisaraSkpS,1722,Manankasina301,1077,"Bongcloud Attack"
2021.03.16,newkidondablock,878,Ingeox,880,"Bongcloud Attack"
2021.03.16,QaisaraSkpS,1700,eymoo,1245,"Bongcloud Attack"
2021.03.16,KarlJohn,1801,Pustov62,1774,"Bongcloud Attack"
2021.03.16,mkarim15,1525,RolandoV,1533,"Bongcloud Attack"
2021.03.16,errantmove,1496,Zola-Et,1533,"Bongcloud Attack"
2021.03.16,hmmmm08,1286,Ramirito1,1280,"Bongcloud Attack"
2021.03.16,Rusksh79,1412,Timecatcher,1425,"Bongcloud Attack"
2021.03.16,Jack7269,1362,Nedy,1357,"Bongcloud Attack"
2021.03.16,HappyWith1Deag,1412,Mahmoudhamdy58df,1395,"Bongcloud Attack"
2021.03.16,Sidharth_A,1292,jkm1977,1284,"Bongcloud Attack"
2021.03.16,jmbarbacena,1421,Ruyaadam,1435,"Bongcloud Attack"
2021.03.16,infusedwithmako,1251,shuttlerritik813,1276,"Bongcloud Attack"
2021.03.16,HikaruNakamuraBot,1945,clueless-bot,2022,"Bongcloud Attack"
2021.03.16,originalstardust,1007,adiyogishiv,1015,"Bongcloud Attack"
2021.03.16,Darnushepsnar,1979,rubanaji,1962,"Bongcloud Attack"
2021.03.16,aaryanverma12,1264,SORROW_TO_YOU,1295,"Bongcloud Attack"
2021.03.16,Geuu,1146,AlexVxder,1176,"Bongcloud Attack"
2021.03.16,devil_in_a_new_dress,1145,OhGumbus,1144,"Bongcloud Attack"
2021.03.16,arroyavecrack,1120,ASRasskazov,1123,"Bongcloud Attack"
2021.03.16,bongclouddraw,1500,Zombozo88,1316,"Bongcloud Attack"
2021.03.16,bongclouddraw,1106,loepare,1170,"Bongcloud Attack"
2021.03.16,bongclouddraw,1305,ogiiii,1290,"Bongcloud Attack"
2021.03.16,Rookie_player,1906,perezge,1897,"Bongcloud Attack"
2021.03.16,GaryVee,1713,tapgoogs,1642,"Bongcloud Attack"
2021.03.16,Rafsan_Azad_6000,1488,knarkeloff,1550,"Bongcloud Attack"
2021.03.16,CheesE220,1400,tasty_borgar,1498,"Bongcloud Attack"
2021.03.16,deepakdawani06,1908,VladikIvanov17,1924,"Bongcloud Attack"
2021.03.16,Baskis,1255,BFH87,1345,"Bongcloud Attack"
2021.03.16,bongclouddraw,1167,MasoumehBahonar,1106,"Bongcloud Attack"
2021.03.16,fabio_stockfish,1007,abdollah_mansouri,979,"Bongcloud Attack"
2021.03.16,salsweet,1216,ahmetaygun,1278,"Bongcloud Attack"
2021.03.16,Pking33,1894,marctyson,1858,"Bongcloud Attack"
2021.03.16,Chessrulz231,1661,Blesso1991,1699,"Bongcloud Attack"
2021.03.16,mdmizan159597,2023,panierlivre,2027,"Bongcloud Attack"
2021.03.16,mkarim15,1535,NB2067,1532,"Bongcloud Attack"
2021.03.16,smidtoll,1480,Deathstr0ke,1529,"Bongcloud Attack"
2021.03.16,Chessrulz231,1668,Ganaa0811,1620,"Bongcloud Attack"
2021.03.16,fakesamayrainaYT,1132,Karan_Sama,1019,"Bongcloud Attack"
2021.03.16,mkarim15,1541,Pavel_01121981,1574,"Bongcloud Attack"
2021.03.16,Meeeennnnnnnn,960,xiaoef,899,"Bongcloud Attack"
2021.03.16,misha_2005,1435,yenp,1464,"Bongcloud Attack"
2021.03.16,MrKilo99,1401,ROBINJ38000,1442,"Bongcloud Attack"
2021.03.16,DeepeshBhatt123,1192,biyoloji42,1175,"Bongcloud Attack"
2021.03.16,qihanw2,2071,Adis_Percasi_KBB,2071,"Bongcloud Attack"
2021.03.16,Saaarr,1391,Thawfeek,1431,"Bongcloud Attack"
2021.03.16,funinjapple,1477,TheJewKing,1466,"Bongcloud Attack"
2021.03.16,qihanw2,2070,Youssef_2012,2069,"Bongcloud Attack"
2021.03.16,funinjapple,1494,sg2210,1470,"Bongcloud Attack"
2021.03.16,StopDryFarting,2204,Anatoliy78,2173,"Bongcloud Attack"
2021.03.16,KxngMadvillain,978,Sai_Adithya_A,957,"Bongcloud Attack"
2021.03.16,MirayBA,619,ProGamer1151,715,"Bongcloud Attack"
2021.03.16,KxngMadvillain,975,QingMaqueen,1021,"Bongcloud Attack"
2021.03.16,IgnaGanaAUrmana,965,Shailaja_5,957,"Bongcloud Attack"
2021.03.16,AlekseiProtrka,1250,barisdemirci3452,1156,"Bongcloud Attack"
2021.03.16,Tomerony,1073,tsjaavik1,1133,"Bongcloud Attack"
2021.03.16,bharper00,1503,javks,1435,"Bongcloud Attack"
2021.03.16,cavitcem3095,979,mali52,972,"Bongcloud Attack"
2021.03.16,abduxp,847,Ruben94,899,"Bongcloud Attack"
2021.03.16,selmonboi6969,757,CCFoXI,826,"Bongcloud Attack"
2021.03.16,GabrielLukass,983,mohammadreza6574,1044,"Bongcloud Attack"
2021.03.16,Kpt-Sternhagel,808,elmosmi,884,"Bongcloud Attack"
2021.03.16,uelidebuur,1520,lexa2786,1446,"Bongcloud Attack"
2021.03.16,CitroBeer,1760,JacobTerminator,1754,"Bongcloud Attack"
2021.03.16,mrsln15,1372,jg131,1321,"Bongcloud Attack"
2021.03.16,Yes_its_9_inces,958,Gourav_18,965,"Bongcloud Attack"
2021.03.16,Yes_its_9_inces,952,Gourav_18,971,"Bongcloud Attack"
2021.03.16,Super_Nova_Cat,1688,Andrey_Ten,1627,"Bongcloud Attack"
2021.03.16,CitroBeer,1754,viktor_petrovich,1734,"Bongcloud Attack"
2021.03.16,Yes_its_9_inces,953,Marat0206,1024,"Bongcloud Attack"
2021.03.16,DrAditya,1389,djangoj,1325,"Bongcloud Attack"
2021.03.16,troyes19,1216,akv_chess,1182,"Bongcloud Attack"
2021.03.16,DeepeshBhatt123,1192,slymnelgn,1250,"Bongcloud Attack"
2021.03.16,pawnparade,1722,kapperking,1687,"Bongcloud Attack"
2021.03.16,ashiqboom,1481,GimGam,1442,"Bongcloud Attack"
2021.03.16,Bahringer,1164,leosdr,1190,"Bongcloud Attack"
2021.03.16,Sidoth,1355,Emanuellasker1963,1343,"Bongcloud Attack"
2021.03.16,blundermanytimes,1559,LaBurgue,1590,"Bongcloud Attack"
2021.03.16,ilanzs,1140,Tonyminimony,1780,"Bongcloud Attack"
2021.03.16,MostafaElbasher,1312,Brutto86,1314,"Bongcloud Attack"
2021.03.16,aditkrish,1427,chessersero,1420,"Bongcloud Attack"
2021.03.16,Hukuma,1413,max1364,1409,"Bongcloud Attack"
2021.03.16,AskerovTural,1768,DooranW,1673,"Bongcloud Attack"
2021.03.16,skarpheden,928,jristianow,1032,"Bongcloud Attack"
2021.03.16,jclaff,1189,LordCrackPot2,1189,"Bongcloud Attack"
2021.03.16,Nebula361,1047,bahia199,1086,"Bongcloud Attack"
2021.03.16,JaimeChess1,1070,tiszainorbert,1092,"Bongcloud Attack"
2021.03.16,Andrey354,973,Agrawal71,1350,"Bongcloud Attack"
2021.03.16,Jasmy,1476,mistershrubber,1576,"Bongcloud Attack"
2021.03.16,Jord_GM,1231,noobslayer6942069,1008,"Bongcloud Attack"
2021.03.16,DrCremino,1062,jenishfurnoo123,1050,"Bongcloud Attack"
2021.03.16,CitroBeer,1735,Xickavana,1773,"Bongcloud Attack"
2021.03.16,kaasyapchess123,1370,Mespilus,1419,"Bongcloud Attack"
2021.03.16,Joakonice,951,Danba85,868,"Bongcloud Attack"
2021.03.16,Daenvil,1219,wendy2116,1319,"Bongcloud Attack"
2021.03.16,ELO_nmusk,1500,Evgenii44,1436,"Bongcloud Attack"
2021.03.16,buchotron,1259,Erenkayaa,1248,"Bongcloud Attack"
2021.03.16,h4rd1k,1149,patobest,1232,"Bongcloud Attack"
2021.03.16,tonton26,1268,Szybkikon25s,1264,"Bongcloud Attack"
2021.03.16,Casaboo,1150,TheKingsBallet,1196,"Bongcloud Attack"
2021.03.16,cdog4000,1160,yargercc,1158,"Bongcloud Attack"
2021.03.16,mohamed_majid,926,itsame4,1029,"Bongcloud Attack"
2021.03.16,drrss,930,ArnavVivek,962,"Bongcloud Attack"
2021.03.16,random261,2018,canaleta72,1996,"Bongcloud Attack"
2021.03.16,radu_97,1007,theprimerio,1084,"Bongcloud Attack"
2021.03.16,radu_97,1014,CarlosGLuna,995,"Bongcloud Attack"
2021.03.16,bharper00,1544,neotheicebird,1520,"Bongcloud Attack"
2021.03.16,Junkyousha,1673,plohha,1688,"Bongcloud Attack"
2021.03.16,radu_97,1020,SMOKY0,1044,"Bongcloud Attack"
2021.03.16,Eldor,1751,shanukadulnath2005,1758,"Bongcloud Attack"
2021.03.16,Eldor,1745,Schwarzfuss,1690,"Bongcloud Attack"
2021.03.16,Romponpon,802,Sim70,891,"Bongcloud Attack"
2021.03.16,Akhter,1263,Cahal,1256,"Bongcloud Attack"
2021.03.16,jegvilblisomjesus,1291,schnigoP,1545,"Bongcloud Attack"
2021.03.16,AlphaPlatinum,1799,Ashmuiz,1821,"Bongcloud Attack"
2021.03.16,jegvilblisomjesus,996,apecengiz,1167,"Bongcloud Attack"
2021.03.16,Sreerookie,983,Kupinho,1010,"Bongcloud Attack"
2021.03.16,deeptarko,936,Rebelrhymer,897,"Bongcloud Attack"
2021.03.16,lokki007,1368,analoguebubblebath12,1373,"Bongcloud Attack"
2021.03.16,Pelzigeachsel,2370,Bierpower,2396,"Bongcloud Attack"
2021.03.16,deeptarko,934,heer9,997,"Bongcloud Attack"
2021.03.16,deeptarko,929,Vinayakaj78,839,"Bongcloud Attack"
